API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Jul 20 21:41:43 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 02:00:00.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:50:00.0000 TDB
Step-size       : 20 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260720.p261016
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUL-20. PREDICTS-> 2026-OCT-15
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461134.027777778, A.D. 2026-Apr-03 12:40:00.0000, -7.570357541898661E+04, -1.019092605014039E+05, -5.650048733189768E+04, -6.199916556717109E-01, -1.669109261831707E+00, -9.129273318144462E-01,
2461134.041666667, A.D. 2026-Apr-03 13:00:00.0000, -7.643960445155749E+04, -1.039014002400152E+05, -5.759001848548168E+04, -6.068111375677148E-01, -1.651213174712022E+00, -9.030079962666574E-01,
2461134.055555556, A.D. 2026-Apr-03 13:20:00.0000, -7.716012588652949E+04, -1.058723810791894E+05, -5.866782335681020E+04, -5.941400658700887E-01, -1.633839562199480E+00, -8.933807897754610E-01,
2461134.069444444, A.D. 2026-Apr-03 13:40:00.0000, -7.786573151865801E+04, -1.078228129225923E+05, -5.973424290105773E+04, -5.819463583493749E-01, -1.616960353614071E+00, -8.840299235465708E-01,
2461134.083333333, A.D. 2026-Apr-03 14:00:00.0000, -7.855697632848918E+04, -1.097532732851052E+05, -6.078959985992277E+04, -5.702006874469095E-01, -1.600549601999642E+00, -8.749408099203864E-01,
2461134.097222222, A.D. 2026-Apr-03 14:20:00.0000, -7.923438160643418E+04, -1.116643097157848E+05, -6.183420013162817E+04, -5.588761845430225E-01, -1.584583279211259E+00, -8.660999458766314E-01,
2461134.111111111, A.D. 2026-Apr-03 14:40:00.0000, -7.989843774525249E+04, -1.135564419895736E+05, -6.286833400949478E+04, -5.479481820233573E-01, -1.569039094830531E+00, -8.574948101509917E-01,
2461134.125000000, A.D. 2026-Apr-03 15:00:00.0000, -8.054960674286020E+04, -1.154301640943689E+05, -6.389227730428582E+04, -5.373939875742727E-01, -1.553896335687071E+00, -8.491137721196131E-01,
2461134.138888889, A.D. 2026-Apr-03 15:20:00.0000, -8.118832431850438E+04, -1.172859461841268E+05, -6.490629231367345E+04, -5.271971079300642E-01, -1.539130806278728E+00, -8.409476696215629E-01,
2461134.152777778, A.D. 2026-Apr-03 15:40:00.0000, -8.181413637318293E+04, -1.191251940944193E+05, -6.591029203430466E+04, -5.173022937955770E-01, -1.524755647053890E+00, -8.329498324609295E-01,
2461134.166666667, A.D. 2026-Apr-03 16:00:00.0000, -8.242913691795495E+04, -1.209464378644606E+05, -6.690515033722724E+04, -5.077501157430759E-01, -1.510706862792035E+00, -8.251789973057653E-01,
2461134.180555556, A.D. 2026-Apr-03 16:20:00.0000, -8.303285629961366E+04, -1.227510232373134E+05, -6.789079561630273E+04, -4.984973993883013E-01, -1.496989457965416E+00, -8.175932638736751E-01,
2461134.194444444, A.D. 2026-Apr-03 16:40:00.0000, -8.362564418306874E+04, -1.245393393635633E+05, -6.886744486780303E+04, -4.895284855668194E-01, -1.483589083722815E+00, -8.101842908843696E-01,
2461134.208333333, A.D. 2026-Apr-03 17:00:00.0000, -8.420783246252632E+04, -1.263117583340784E+05, -6.983530552750893E+04, -4.808290985094314E-01, -1.470491977218884E+00, -8.029443664599213E-01,
2461134.222222222, A.D. 2026-Apr-03 17:20:00.0000, -8.477973650295663E+04, -1.280686362387665E+05, -7.079457606660265E+04, -4.723859501410516E-01, -1.457685221354662E+00, -7.958662548765011E-01,
2461134.236111111, A.D. 2026-Apr-03 17:40:00.0000, -8.534155360009214E+04, -1.298102987761751E+05, -7.174553135312030E+04, -4.641838739326334E-01, -1.445147084904357E+00, -7.889350540541153E-01,
2461134.250000000, A.D. 2026-Apr-03 18:00:00.0000, -8.589377227287783E+04, -1.315370948979463E+05, -7.268817570240198E+04, -4.562179359905671E-01, -1.432888642773541E+00, -7.821623777840365E-01,
2461134.263888889, A.D. 2026-Apr-03 18:20:00.0000, -8.643656479847517E+04, -1.332493325749214E+05, -7.362277735923375E+04, -4.484722638434279E-01, -1.420882435644154E+00, -7.755302291950070E-01,
2461134.277777778, A.D. 2026-Apr-03 18:40:00.0000, -8.697019037479100E+04, -1.349473114972921E+05, -7.454950323980875E+04, -4.409381190704327E-01, -1.409122609228576E+00, -7.690352742781755E-01,
2461134.291666667, A.D. 2026-Apr-03 19:00:00.0000, -8.749489703581085E+04, -1.366313213605418E+05, -7.546851464393511E+04, -4.336058745728243E-01, -1.397599114799652E+00, -7.626718984495388E-01,
2461134.305555556, A.D. 2026-Apr-03 19:20:00.0000, -8.801092167111578E+04, -1.383016402797795E+05, -7.637996640006118E+04, -4.264666414754337E-01, -1.386302904142921E+00, -7.564350417388322E-01,
2461134.319444444, A.D. 2026-Apr-03 19:40:00.0000, -8.851849083494631E+04, -1.399585358173071E+05, -7.728400743591241E+04, -4.195120740071164E-01, -1.375225425752231E+00, -7.503199230793460E-01,
2461134.333333333, A.D. 2026-Apr-03 20:00:00.0000, -8.901782137042390E+04, -1.416022655508774E+05, -7.818078109763042E+04, -4.127343261552624E-01, -1.364358584758778E+00, -7.443220178192604E-01,
2461134.347222222, A.D. 2026-Apr-03 20:20:00.0000, -8.950912098629167E+04, -1.432330776025666E+05, -7.907042544670776E+04, -4.061260139834070E-01, -1.353694711570300E+00, -7.384370400442892E-01,
2461134.361111111, A.D. 2026-Apr-03 20:40:00.0000, -8.999258879051865E+04, -1.448512111316114E+05, -7.995307353661326E+04, -3.996801813568406E-01, -1.343226533125425E+00, -7.326609263785494E-01,
2461134.375000000, A.D. 2026-Apr-03 21:00:00.0000, -9.046841578464115E+04, -1.464568967941898E+05, -8.082885367079501E+04, -3.933902687231605E-01, -1.332947146508584E+00, -7.269898211229713E-01,
2461134.388888889, A.D. 2026-Apr-03 21:20:00.0000, -9.093678532231180E+04, -1.480503571728430E+05, -8.169788964358285E+04, -3.872500846273114E-01, -1.322849994698016E+00, -7.214200625980300E-01,
2461134.402777778, A.D. 2026-Apr-03 21:40:00.0000, -9.139787353516890E+04, -1.496318071779708E+05, -8.256030096536916E+04, -3.812537796879450E-01, -1.312928844245385E+00, -7.159481705786587E-01,
2461134.416666667, A.D. 2026-Apr-03 22:00:00.0000, -9.185184972882699E+04, -1.512014544236126E+05, -8.341620307331387E+04, -3.753958227833736E-01, -1.303177764706295E+00, -7.105708347177148E-01,
2461134.430555556, A.D. 2026-Apr-03 22:20:00.0000, -9.229887675150765E+04, -1.527594995795127E+05, -8.426570752870635E+04, -3.696709792329488E-01, -1.293591109661750E+00, -7.052849038683043E-01,
2461134.444444444, A.D. 2026-Apr-03 22:40:00.0000, -9.273911133758575E+04, -1.543061367012927E+05, -8.510892220201026E+04, -3.640742907765893E-01, -1.284163499184263E+00, -7.000873762217136E-01,
2461134.458333333, A.D. 2026-Apr-03 23:00:00.0000, -9.317270442810420E+04, -1.558415535403868E+05, -8.594595144652821E+04, -3.586010571831219E-01, -1.274889803623229E+00, -6.949753901897890E-01,
2461134.472222222, A.D. 2026-Apr-03 23:20:00.0000, -9.359980147011641E+04, -1.573659318352485E+05, -8.677689626153637E+04, -3.532468193299594E-01, -1.265765128586489E+00, -6.899462159635836E-01,
2461134.486111111, A.D. 2026-Apr-03 23:40:00.0000, -9.402054269654023E+04, -1.588794475852077E+05, -8.760185444566686E+04, -3.480073436213161E-01, -1.256784801026570E+00, -6.849972476902447E-01,
2461134.500000000, A.D. 2026-Apr-04 00:00:00.0000, -9.443506338805247E+04, -1.603822713082356E+05, -8.842092074124771E+04, -3.428786076177456E-01, -1.247944356319444E+00, -6.801259962171263E-01,
2461134.513888889, A.D. 2026-Apr-04 00:20:00.0000, -9.484349411841230E+04, -1.618745682837685E+05, -8.923418697024898E+04, -3.378567867715748E-01, -1.239239526270040E+00, -6.753300823512862E-01,
2461134.527777778, A.D. 2026-Apr-04 00:40:00.0000, -9.524596098447802E+04, -1.633564987816466E+05, -9.004174216242996E+04, -3.329382421652967E-01, -1.230666227953771E+00, -6.706072305941054E-01,
2461134.541666667, A.D. 2026-Apr-04 01:00:00.0000, -9.564258582206948E+04, -1.648282182781341E+05, -9.084367267623243E+04, -3.281195091664733E-01, -1.222220553332276E+00, -6.659552633107156E-01,
2461134.555555556, A.D. 2026-Apr-04 01:20:00.0000, -9.603348640872630E+04, -1.662898776599089E+05, -9.164006231291989E+04, -3.233972869214555E-01, -1.213898759576691E+00, -6.613720952988618E-01,
2461134.569444444, A.D. 2026-Apr-04 01:40:00.0000, -9.641877665432298E+04, -1.677416234168387E+05, -9.243099242442370E+04, -3.187684286120183E-01, -1.205697260046116E+00, -6.568557287253334E-01,
2461134.583333333, A.D. 2026-Apr-04 02:00:00.0000, -9.679856678041887E+04, -1.691835978242949E+05, -9.321654201531719E+04, -3.142299324125896E-01, -1.197612615864949E+00, -6.524042483995909E-01,
2461134.597222222, A.D. 2026-Apr-04 02:20:00.0000, -9.717296348914778E+04, -1.706159391156957E+05, -9.399678783930995E+04, -3.097789330898016E-01, -1.189641528052980E+00, -6.480158173611658E-01,
2461134.611111111, A.D. 2026-Apr-04 02:40:00.0000, -9.754207012238375E+04, -1.720387816459188E+05, -9.477180449061919E+04, -3.054126941888555E-01, -1.181780830169566E+00, -6.436886727517589E-01,
2461134.625000000, A.D. 2026-Apr-04 03:00:00.0000, -9.790598681186199E+04, -1.734522560461703E+05, -9.554166449055147E+04, -3.011286007630886E-01, -1.174027481426921E+00, -6.394211219558139E-01,
2461134.638888889, A.D. 2026-Apr-04 03:20:00.0000, -9.826481062087500E+04, -1.748564893708573E+05, -9.630643836960004E+04, -2.969241525987574E-01, -1.166378560240261E+00, -6.352115389841948E-01,
2461134.652777778, A.D. 2026-Apr-04 03:40:00.0000, -9.861863567811772E+04, -1.762516052369661E+05, -9.706619474534219E+04, -2.927969578969342E-01, -1.158831258184074E+00, -6.310583610856070E-01,
2461134.666666667, A.D. 2026-Apr-04 04:00:00.0000, -9.896755330420838E+04, -1.776377239564134E+05, -9.782100039639775E+04, -2.887447273790374E-01, -1.151382874318643E+00, -6.269600855694092E-01,
2461134.680555556, A.D. 2026-Apr-04 04:20:00.0000, -9.931165213137050E+04, -1.790149626618026E+05, -9.857092033269310E+04, -2.847652687792644E-01, -1.144030809868904E+00, -6.229152668220955E-01,
2461134.694444444, A.D. 2026-Apr-04 04:40:00.0000, -9.965101821672558E+04, -1.803834354259865E+05, -9.931601786225451E+04, -2.808564816969069E-01, -1.136772563218000E+00, -6.189225135048045E-01,
2461134.708333333, A.D. 2026-Apr-04 05:00:00.0000, -9.998573514960919E+04, -1.817432533758085E+05, -1.000563546547421E+05, -2.770163527800513E-01, -1.129605725206555E+00, -6.149804859195762E-01,
2461134.722222222, A.D. 2026-Apr-04 05:20:00.0000, -1.003158841532950E+05, -1.830945248003685E+05, -1.007919908019164E+05, -2.732429512164057E-01, -1.122527974705637E+00, -6.110878935317212E-01,
2461134.736111111, A.D. 2026-Apr-04 05:40:00.0000, -1.006415441814796E+05, -1.844373552541352E+05, -1.015229848752206E+05, -2.695344245083525E-01, -1.115537074451820E+00, -6.072434926367888E-01,
2461134.750000000, A.D. 2026-Apr-04 06:00:00.0000, -1.009627920098582E+05, -1.857718476552056E+05, -1.022493939806454E+05, -2.658889945116699E-01, -1.108630867119999E+00, -6.034460841622453E-01,
2461134.763888889, A.D. 2026-Apr-04 06:20:00.0000, -1.012797023230931E+05, -1.870981023789871E+05, -1.029712738110329E+05, -2.623049537161981E-01, -1.101807271621573E+00, -5.996945115981571E-01,
2461134.777777778, A.D. 2026-Apr-04 06:40:00.0000, -1.015923477974605E+05, -1.884162173475677E+05, -1.036886786959670E+05, -2.587806617574018E-01, -1.095064279613277E+00, -5.959876590409542E-01,
2461134.791666667, A.D. 2026-Apr-04 07:00:00.0000, -1.019007991794351E+05, -1.897262881150129E+05, -1.044016616493850E+05, -2.553145421344941E-01, -1.088399952199785E+00, -5.923244493515335E-01,
2461134.805555556, A.D. 2026-Apr-04 07:20:00.0000, -1.022051253604581E+05, -1.910284079488168E+05, -1.051102744150388E+05, -2.519050791270758E-01, -1.081812416821267E+00, -5.887038424112844E-01,
2461134.819444444, A.D. 2026-Apr-04 07:40:00.0000, -1.025053934481147E+05, -1.923226679077216E+05, -1.058145675099238E+05, -2.485508148933273E-01, -1.075299864306666E+00, -5.851248334773975E-01,
2461134.833333333, A.D. 2026-Apr-04 08:00:00.0000, -1.028016688339325E+05, -1.936091569160994E+05, -1.065145902657865E+05, -2.452503467369924E-01, -1.068860546091846E+00, -5.815864516263386E-01,
2461134.847222222, A.D. 2026-Apr-04 08:20:00.0000, -1.030940152579973E+05, -1.948879618350859E+05, -1.072103908688164E+05, -2.420023245354658E-01, -1.062492771585825E+00, -5.780877582803273E-01,
2461134.861111111, A.D. 2026-Apr-04 08:40:00.0000, -1.033824948705710E+05, -1.961591675306358E+05, -1.079020163976163E+05, -2.388054483117864E-01, -1.056194905675027E+00, -5.746278458140849E-01,
2461134.875000000, A.D. 2026-Apr-04 09:00:00.0000, -1.036671682908802E+05, -1.974228569386655E+05, -1.085895128595462E+05, -2.356584659474995E-01, -1.049965366358654E+00, -5.712058362334720E-01,
2461134.888888889, A.D. 2026-Apr-04 09:20:00.0000, -1.039480946632390E+05, -1.986791111274348E+05, -1.092729252255228E+05, -2.325601710233139E-01, -1.043802622511690E+00, -5.678208799242798E-01,
2461134.902777778, A.D. 2026-Apr-04 09:40:00.0000, -1.042228938123738E+05, -1.999243674325961E+05, -1.099504622946598E+05, -2.294574653332972E-01, -1.037626334924922E+00, -5.644610217058590E-01,
2461134.916666667, A.D. 2026-Apr-04 10:00:00.0000, -1.044964167463859E+05, -2.011658644359732E+05, -1.106258097575019E+05, -2.264373744861503E-01, -1.031569227785755E+00, -5.611357703747382E-01,
2461134.930555556, A.D. 2026-Apr-04 10:20:00.0000, -1.047663616235296E+05, -2.024001585486808E+05, -1.112972019954861E+05, -2.234782196551695E-01, -1.025597927106285E+00, -5.578570066907960E-01,
2461134.944444444, A.D. 2026-Apr-04 10:40:00.0000, -1.050327821845987E+05, -2.036273239149302E+05, -1.119646801385387E+05, -2.205633436434212E-01, -1.019687762557207E+00, -5.546121562208455E-01,
2461134.958333333, A.D. 2026-Apr-04 11:00:00.0000, -1.052957309568059E+05, -2.048474331101558E+05, -1.126282844456977E+05, -2.176917401283720E-01, -1.013837427673487E+00, -5.514004946909674E-01,
2461134.972222222, A.D. 2026-Apr-04 11:20:00.0000, -1.055552592809364E+05, -2.060605571659678E+05, -1.132880543202195E+05, -2.148624378047677E-01, -1.008045655612244E+00, -5.482213199243288E-01,
2461134.986111111, A.D. 2026-Apr-04 11:40:00.0000, -1.058114173524848E+05, -2.072667656167542E+05, -1.139440283355686E+05, -2.120744989224391E-01, -1.002311217592537E+00, -5.450739509686549E-01,
2461135.000000000, A.D. 2026-Apr-04 12:00:00.0000, -1.060642542610848E+05, -2.084661265444545E+05, -1.145962442603846E+05, -2.093270179047657E-01, -9.966329214054456E-01, -5.419577272669400E-01,
2461135.013888889, A.D. 2026-Apr-04 12:20:00.0000, -1.063129871522878E+05, -2.096591473398588E+05, -1.152448219434684E+05, -2.065884677992424E-01, -9.910362635371228E-01, -5.388707208844604E-01,
2461135.027777778, A.D. 2026-Apr-04 12:40:00.0000, -1.065592871097774E+05, -2.108450440750970E+05, -1.158896312488798E+05, -2.039180980365302E-01, -9.854670184364174E-01, -5.358163431689585E-01,
2461135.041666667, A.D. 2026-Apr-04 13:00:00.0000, -1.068024069891244E+05, -2.120242884505498E+05, -1.165307924379957E+05, -2.012881533570929E-01, -9.799489300532680E-01, -5.327905341232559E-01,
2461135.055555556, A.D. 2026-Apr-04 13:20:00.0000, -1.070423933349917E+05, -2.131969425802120E+05, -1.171683398653846E+05, -1.986952070172414E-01, -9.744837281964041E-01, -5.297933543267993E-01,
2461135.069444444, A.D. 2026-Apr-04 13:40:00.0000, -1.072792902050385E+05, -2.143630703395595E+05, -1.178023079716679E+05, -1.961389434142737E-01, -9.690706437289452E-01, -5.268247514748415E-01,
2461135.083333333, A.D. 2026-Apr-04 14:00:00.0000, -1.075131411016823E+05, -2.155227306506621E+05, -1.184327301157810E+05, -1.936185263929658E-01, -9.637045944077889E-01, -5.238833979492916E-01,
2461135.097222222, A.D. 2026-Apr-04 14:20:00.0000, -1.077439880146978E+05, -2.166759810617822E+05, -1.190596388100061E+05, -1.911315170259655E-01, -9.583879782896684E-01, -5.209691444948270E-01,
2461135.111111111, A.D. 2026-Apr-04 14:40:00.0000, -1.079718698588279E+05, -2.178228815252682E+05, -1.196830670059876E+05, -1.886772574932608E-01, -9.531206245422480E-01, -5.180821404347067E-01,
2461135.125000000, A.D. 2026-Apr-04 15:00:00.0000, -1.081968268423261E+05, -2.189634891854271E+05, -1.203030462601976E+05, -1.862564887420279E-01, -9.478999380765967E-01, -5.152210385954196E-01,
2461135.138888889, A.D. 2026-Apr-04 15:20:00.0000, -1.084188987482159E+05, -2.200978596467995E+05, -1.209196074883754E+05, -1.838688146070407E-01, -9.427251396442295E-01, -5.123852471250147E-01,
2461135.152777778, A.D. 2026-Apr-04 15:40:00.0000, -1.086381249388423E+05, -2.212260479630442E+05, -1.215327812000520E+05, -1.815135609790260E-01, -9.375961393547688E-01, -5.095749971837282E-01,
2461135.166666667, A.D. 2026-Apr-04 16:00:00.0000, -1.088545438803828E+05, -2.223481078415941E+05, -1.221425971357491E+05, -1.791897588261157E-01, -9.325109391475996E-01, -5.067890250047515E-01,
2461135.180555556, A.D. 2026-Apr-04 16:20:00.0000, -1.090681928990951E+05, -2.234640914150015E+05, -1.227490842282285E+05, -1.768970880784782E-01, -9.274689074869505E-01, -5.040267868073796E-01,
2461135.194444444, A.D. 2026-Apr-04 16:40:00.0000, -1.092791090734366E+05, -2.245740506735781E+05, -1.233522712198379E+05, -1.746350155427774E-01, -9.224700743461776E-01, -5.012889114593035E-01,
2461135.208333333, A.D. 2026-Apr-04 17:00:00.0000, -1.094873296036392E+05, -2.256780342684409E+05, -1.239521849719409E+05, -1.724041068124668E-01, -9.175094855535226E-01, -4.985710146594130E-01,
2461135.222222222, A.D. 2026-Apr-04 17:20:00.0000, -1.096928909232132E+05, -2.267760904742103E+05, -1.245488510289452E+05, -1.702031589612770E-01, -9.125914953601414E-01, -4.958764657807249E-01,
2461135.236111111, A.D. 2026-Apr-04 17:40:00.0000, -1.098958291717172E+05, -2.278682707989624E+05, -1.251422978008420E+05, -1.680321464492861E-01, -9.077159936221361E-01, -4.932053458583380E-01,
2461135.250000000, A.D. 2026-Apr-04 18:00:00.0000, -1.100961795339371E+05, -2.289546249963970E+05, -1.257325528327334E+05, -1.658898035626038E-01, -9.028808291678607E-01, -4.905566352224434E-01,
2461135.263888889, A.D. 2026-Apr-04 18:20:00.0000, -1.102939758418218E+05, -2.300352002631444E+05, -1.263196423056708E+05, -1.637753395317393E-01, -8.980844503812995E-01, -4.879294490241724E-01,
2461135.277777778, A.D. 2026-Apr-04 18:40:00.0000, -1.104892513972552E+05, -2.311100429403081E+05, -1.269035919315345E+05, -1.616884956910027E-01, -8.933264238136929E-01, -4.853235007712450E-01,
2461135.291666667, A.D. 2026-Apr-04 19:00:00.0000, -1.106820391495696E+05, -2.321791988922481E+05, -1.274844273310197E+05, -1.596288382701961E-01, -8.886054642528955E-01, -4.827396158248393E-01,
2461135.305555556, A.D. 2026-Apr-04 19:20:00.0000, -1.108723714189484E+05, -2.332427108305545E+05, -1.280621756823498E+05, -1.575962685752401E-01, -8.839220721691649E-01, -4.801770874742000E-01,
2461135.319444444, A.D. 2026-Apr-04 19:40:00.0000, -1.110602806394999E+05, -2.343006263507185E+05, -1.286368600736762E+05, -1.555899146233380E-01, -8.792761161199277E-01, -4.776333896618847E-01,
2461135.333333333, A.D. 2026-Apr-04 20:00:00.0000, -1.112457970615804E+05, -2.353529869003949E+05, -1.292085032973813E+05, -1.536082102422085E-01, -8.746636488295901E-01, -4.751083762830625E-01,
2461135.347222222, A.D. 2026-Apr-04 20:20:00.0000, -1.114289502077538E+05, -2.363998325262872E+05, -1.297771276266659E+05, -1.516512163742966E-01, -8.700848818426250E-01, -4.726020908237088E-01,
2461135.361111111, A.D. 2026-Apr-04 20:40:00.0000, -1.116097699489599E+05, -2.374412042311816E+05, -1.303427558152904E+05, -1.497191107968641E-01, -8.655402844057347E-01, -4.701147063522737E-01,
2461135.375000000, A.D. 2026-Apr-04 21:00:00.0000, -1.117882856061630E+05, -2.384771430030969E+05, -1.309054103920705E+05, -1.478107999152724E-01, -8.610301262947156E-01, -4.676459716824932E-01,
2461135.388888889, A.D. 2026-Apr-04 21:20:00.0000, -1.119645252377824E+05, -2.395076896042651E+05, -1.314651137079917E+05, -1.459262314663842E-01, -8.565522590460234E-01, -4.651961984121982E-01,
2461135.402777778, A.D. 2026-Apr-04 21:40:00.0000, -1.121385181563008E+05, -2.405328802698991E+05, -1.320218898969563E+05, -1.440653898333348E-01, -8.521051005064487E-01, -4.627680015932257E-01,
2461135.416666667, A.D. 2026-Apr-04 22:00:00.0000, -1.123102912292986E+05, -2.415527549354045E+05, -1.325757643085104E+05, -1.422269562893125E-01, -8.476912772406112E-01, -4.603588998049980E-01,
2461135.430555556, A.D. 2026-Apr-04 22:20:00.0000, -1.124798721322236E+05, -2.425673519805857E+05, -1.331267583331612E+05, -1.404117487277123E-01, -8.433090323795494E-01, -4.579673449338438E-01,
2461135.444444444, A.D. 2026-Apr-04 22:40:00.0000, -1.126472885760070E+05, -2.435767090214615E+05, -1.336748928989068E+05, -1.386194782851190E-01, -8.389578526138258E-01, -4.555930950557847E-01,
2461135.458333333, A.D. 2026-Apr-04 23:00:00.0000, -1.128125679860552E+05, -2.445808631611700E+05, -1.342201886988088E+05, -1.368500199358255E-01, -8.346375193989083E-01, -4.532360701308729E-01,
2461135.472222222, A.D. 2026-Apr-04 23:20:00.0000, -1.129757377338622E+05, -2.455798517658791E+05, -1.347626659960045E+05, -1.351035415074108E-01, -8.303485352708239E-01, -4.508948746355628E-01,
2461135.486111111, A.D. 2026-Apr-04 23:40:00.0000, -1.131368255559373E+05, -2.465737109750362E+05, -1.353023426091224E+05, -1.333798887405029E-01, -8.260883849728450E-01, -4.485687865878186E-01,
2461135.500000000, A.D. 2026-Apr-05 00:00:00.0000, -1.132958575876842E+05, -2.475624765665923E+05, -1.358392368892412E+05, -1.316772019811153E-01, -8.218594847331019E-01, -4.462573777748288E-01,
2461135.513888889, A.D. 2026-Apr-05 00:20:00.0000, -1.134528595410753E+05, -2.485461851588417E+05, -1.363733668455252E+05, -1.299963603976258E-01, -8.176593129713338E-01, -4.439622677972566E-01,
2461135.527777778, A.D. 2026-Apr-05 00:40:00.0000, -1.136078576784304E+05, -2.495248697355598E+05, -1.369047534379351E+05, -1.283374315242325E-01, -8.134864050026799E-01, -4.416846178543578E-01,
2461135.541666667, A.D. 2026-Apr-05 01:00:00.0000, -1.137608777710264E+05, -2.504985638601356E+05, -1.374334164185837E+05, -1.266995978642841E-01, -8.093418646939812E-01, -4.394229196311280E-01,
2461135.555555556, A.D. 2026-Apr-05 01:20:00.0000, -1.139119452024991E+05, -2.514673010764881E+05, -1.379593745736649E+05, -1.250829030685609E-01, -8.052244568609584E-01, -4.371765641718541E-01,
2461135.569444444, A.D. 2026-Apr-05 01:40:00.0000, -1.140611917700956E+05, -2.524312098523436E+05, -1.384826700666575E+05, -1.236062271547175E-01, -8.012413497748073E-01, -4.349727940309037E-01,
2461135.583333333, A.D. 2026-Apr-05 02:00:00.0000, -1.142086861336165E+05, -2.533903301862716E+05, -1.390033130259072E+05, -1.221300509473288E-01, -7.972415347865306E-01, -4.327637622211213E-01,
2461135.597222222, A.D. 2026-Apr-05 02:20:00.0000, -1.143543048397299E+05, -2.543445962850108E+05, -1.395213086573704E+05, -1.205719409822730E-01, -7.932052678500973E-01, -4.305646409970132E-01,
2461135.611111111, A.D. 2026-Apr-05 02:40:00.0000, -1.144980671397238E+05, -2.552940332752146E+05, -1.400366738287304E+05, -1.190351286295783E-01, -7.891939630729465E-01, -4.283798750506053E-01,
2461135.625000000, A.D. 2026-Apr-05 03:00:00.0000, -1.146471441020797E+05, -2.562323037240976E+05, -1.405523231864519E+05, -1.187771786205180E-01, -7.841914210607045E-01, -4.268225904276993E-01,
2461135.638888889, A.D. 2026-Apr-05 03:20:00.0000, -1.147887768543443E+05, -2.571709538910439E+05, -1.410632118689403E+05, -1.172806509939406E-01, -7.802296628741593E-01, -4.246608613147605E-01,
2461135.652777778, A.D. 2026-Apr-05 03:40:00.0000, -1.149286254121514E+05, -2.581048647743760E+05, -1.415715147677245E+05, -1.158034928833490E-01, -7.762925535679516E-01, -4.225129177353635E-01,
2461135.666666667, A.D. 2026-Apr-05 04:00:00.0000, -1.150667129185176E+05, -2.590340657319381E+05, -1.420772483062777E+05, -1.143455382849059E-01, -7.723797261465418E-01, -4.203785616713075E-01,
2461135.680555556, A.D. 2026-Apr-05 04:20:00.0000, -1.152030623222173E+05, -2.599585856863298E+05, -1.425804286733846E+05, -1.129066294414134E-01, -7.684908221501847E-01, -4.182575999670088E-01,
2461135.694444444, A.D. 2026-Apr-05 04:40:00.0000, -1.153219034992274E+05, -2.608898670344227E+05, -1.430772126018562E+05, -1.100751960247974E-01, -7.656248259123575E-01, -4.156921702668794E-01,
2461135.708333333, A.D. 2026-Apr-05 05:00:00.0000, -1.154531512338491E+05, -2.618063091749719E+05, -1.435747851296624E+05, -1.086741452932902E-01, -7.617825816409222E-01, -4.135975323776218E-01,
2461135.722222222, A.D. 2026-Apr-05 05:20:00.0000, -1.155827289021606E+05, -2.627181543789668E+05, -1.440698518185362E+05, -1.072917303988429E-01, -7.579632090990729E-01, -4.115157420465720E-01,
2461135.736111111, A.D. 2026-Apr-05 05:40:00.0000, -1.157106587903540E+05, -2.636254298925468E+05, -1.445624279782866E+05, -1.059278246366673E-01, -7.541663761077140E-01, -4.094466211172567E-01,
2461135.750000000, A.D. 2026-Apr-05 06:00:00.0000, -1.158369630373073E+05, -2.645281625669704E+05, -1.450525287071160E+05, -1.045823091843348E-01, -7.503917566797191E-01, -4.073899950518949E-01,
2461135.763888889, A.D. 2026-Apr-05 06:20:00.0000, -1.159616636440335E+05, -2.654263788659347E+05, -1.455401688959068E+05, -1.032550730870605E-01, -7.466390308366564E-01, -4.053456928398053E-01,
2461135.777777778, A.D. 2026-Apr-05 06:40:00.0000, -1.160847824831153E+05, -2.663201048726768E+05, -1.460253632323985E+05, -1.019460132497610E-01, -7.429078844280894E-01, -4.033135469055679E-01,
2461135.791666667, A.D. 2026-Apr-05 07:00:00.0000, -1.162063413081397E+05, -2.672093662968645E+05, -1.465081262052553E+05, -1.006550344420641E-01, -7.391980089581160E-01, -4.012933930179207E-01,
