API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Jul 20 21:41:43 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 02:00:00.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:50:00.0000 TDB
Step-size       : 20 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260720.p261016
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUL-20. PREDICTS-> 2026-OCT-15
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461135.805555556, A.D. 2026-Apr-05 07:20:00.0000, -1.163263617631420E+05, -2.680941884812762E+05, -1.469884721080302E+05, -9.938204931241895E-02, -7.355091014145002E-01, -3.992850702080701E-01,
2461135.819444444, A.D. 2026-Apr-05 07:40:00.0000, -1.164448653920754E+05, -2.689745964082815E+05, -1.474664150430275E+05, -9.812697841293325E-02, -7.318408640985654E-01, -3.972884206833245E-01,
2461135.833333333, A.D. 2026-Apr-05 08:00:00.0000, -1.165618736483161E+05, -2.698506147061186E+05, -1.479419689250658E+05, -9.688975023737156E-02, -7.281930044637339E-01, -3.953032897475460E-01,
2461135.847222222, A.D. 2026-Apr-05 08:20:00.0000, -1.166774079042195E+05, -2.707222676549800E+05, -1.484151474851463E+05, -9.567030126631042E-02, -7.245652349527504E-01, -3.933295257212924E-01,
2461135.861111111, A.D. 2026-Apr-05 08:40:00.0000, -1.167914894607399E+05, -2.715895791929035E+05, -1.488859642740269E+05, -9.446857602799406E-02, -7.209572728406147E-01, -3.913669798656648E-01,
2461135.875000000, A.D. 2026-Apr-05 09:00:00.0000, -1.169041395571287E+05, -2.724525729214763E+05, -1.493544326657058E+05, -9.328452716857090E-02, -7.173688400752708E-01, -3.894155063076999E-01,
2461135.888888889, A.D. 2026-Apr-05 09:20:00.0000, -1.170153793807244E+05, -2.733112721113525E+05, -1.498205658608165E+05, -9.211811553549647E-02, -7.137996631269180E-01, -3.874749619676947E-01,
2461135.902777778, A.D. 2026-Apr-05 09:40:00.0000, -1.171252300768608E+05, -2.741656997076723E+05, -1.502843768899826E+05, -9.096931027313525E-02, -7.102494728375706E-01, -3.855452064879560E-01,
2461135.916666667, A.D. 2026-Apr-05 10:00:00.0000, -1.172337127588449E+05, -2.750158783348763E+05, -1.507458786168586E+05, -8.983808893129937E-02, -7.067180042627353E-01, -3.836261021611894E-01,
2461135.930555556, A.D. 2026-Apr-05 10:20:00.0000, -1.173408485181802E+05, -2.758618303021889E+05, -1.512050837415489E+05, -8.872443758916432E-02, -7.032049965366141E-01, -3.817175138692290E-01,
2461135.944444444, A.D. 2026-Apr-05 10:40:00.0000, -1.174466584348387E+05, -2.767035776080749E+05, -1.516620048034853E+05, -8.762835099030696E-02, -6.997101927130240E-01, -3.798193090106257E-01,
2461135.958333333, A.D. 2026-Apr-05 11:00:00.0000, -1.175511635877584E+05, -2.775411419449457E+05, -1.521166541844569E+05, -8.654983269452676E-02, -6.962333396232878E-01, -3.779313574375313E-01,
2461135.972222222, A.D. 2026-Apr-05 11:20:00.0000, -1.176543850655218E+05, -2.783745447036023E+05, -1.525690441115160E+05, -8.548889524475126E-02, -6.927741877289062E-01, -3.760535313934152E-01,
2461135.986111111, A.D. 2026-Apr-05 11:40:00.0000, -1.177563439772431E+05, -2.792038069775069E+05, -1.530191866598106E+05, -8.444556034995353E-02, -6.893324909770018E-01, -3.741857054489049E-01,
2461136.000000000, A.D. 2026-Apr-05 12:00:00.0000, -1.178570614636856E+05, -2.800289495668762E+05, -1.534670937553392E+05, -8.341985908411413E-02, -6.859080066549063E-01, -3.723277564418883E-01,
2461136.013888889, A.D. 2026-Apr-05 12:20:00.0000, -1.179565587086284E+05, -2.808499929826014E+05, -1.539127771776355E+05, -8.241183210425540E-02, -6.825004952420517E-01, -3.704795634165759E-01,
2461136.027777778, A.D. 2026-Apr-05 12:40:00.0000, -1.180548569505057E+05, -2.816669574499913E+05, -1.543562485623796E+05, -8.142152988541301E-02, -6.791097202629590E-01, -3.686410075629021E-01,
2461136.041666667, A.D. 2026-Apr-05 13:00:00.0000, -1.181519774943397E+05, -2.824798629123399E+05, -1.547975194039386E+05, -8.044901297747442E-02, -6.757354481426644E-01, -3.668119721582653E-01,
2461136.055555556, A.D. 2026-Apr-05 13:20:00.0000, -1.182479417239938E+05, -2.832887290343113E+05, -1.552366010578362E+05, -7.949435228003272E-02, -6.723774480509435E-01, -3.649923425105743E-01,
2461136.069444444, A.D. 2026-Apr-05 13:40:00.0000, -1.183427711147689E+05, -2.840935752051494E+05, -1.556735047431528E+05, -7.855762933664803E-02, -6.690354917217121E-01, -3.631820058787271E-01,
2461136.083333333, A.D. 2026-Apr-05 14:00:00.0000, -1.184364872463801E+05, -2.848944205417770E+05, -1.561082415448997E+05, -7.763893667641569E-02, -6.657093534661553E-01, -3.613808515110130E-01,
2461136.097222222, A.D. 2026-Apr-05 14:20:00.0000, -1.185291118162885E+05, -2.856912838913187E+05, -1.565408224161084E+05, -7.673837811872292E-02, -6.623988096755833E-01, -3.595887703986136E-01,
2461136.111111111, A.D. 2026-Apr-05 14:40:00.0000, -1.186206666535536E+05, -2.864841838342190E+05, -1.569712581802814E+05, -7.585606918511778E-02, -6.591036390024966E-01, -3.578056554063420E-01,
2461136.125000000, A.D. 2026-Apr-05 15:00:00.0000, -1.187143464820054E+05, -2.872709724579214E+05, -1.574009075691752E+05,  3.355338784214590E-01, -9.361147126970996E-01, -1.816074207767349E-01,
2461136.138888889, A.D. 2026-Apr-05 15:20:00.0000, -1.188706825899299E+05, -2.880103673557276E+05, -1.578555179466239E+05, -7.555104097969723E-02, -6.516114607343750E-01, -3.548871525911367E-01,
2461136.152777778, A.D. 2026-Apr-05 15:40:00.0000, -1.189608458281189E+05, -2.887903498643042E+05, -1.582803272941045E+05, -7.472415163575880E-02, -6.483618253800977E-01, -3.531298586369668E-01,
2461136.166666667, A.D. 2026-Apr-05 16:00:00.0000, -1.190500280979065E+05, -2.895664415462321E+05, -1.587030330243205E+05, -7.391612288804152E-02, -6.451267140484936E-01, -3.513811071524375E-01,
2461136.180555556, A.D. 2026-Apr-05 16:20:00.0000, -1.191382521401373E+05, -2.903386597024063E+05, -1.591236453285370E+05, -7.312713734674797E-02, -6.419059137161625E-01, -3.496407988822767E-01,
2461136.194444444, A.D. 2026-Apr-05 16:40:00.0000, -1.192255409235278E+05, -2.911070213787606E+05, -1.595421742797716E+05, -7.235739228786602E-02, -6.386992124370855E-01, -3.479088359919031E-01,
2461136.208333333, A.D. 2026-Apr-05 17:00:00.0000, -1.193119176626310E+05, -2.918715433674420E+05, -1.599586298344615E+05, -7.160710026765547E-02, -6.355063991459403E-01, -3.461851220046440E-01,
2461136.222222222, A.D. 2026-Apr-05 17:20:00.0000, -1.193974058365623E+05, -2.926322422077390E+05, -1.603730218340537E+05, -7.087648978175191E-02, -6.323272634398065E-01, -3.444695617343701E-01,
2461136.236111111, A.D. 2026-Apr-05 17:40:00.0000, -1.194820292085533E+05, -2.933891341868213E+05, -1.607853600065517E+05, -7.016580596962284E-02, -6.291615953625868E-01, -3.427620612178496E-01,
2461136.250000000, A.D. 2026-Apr-05 18:00:00.0000, -1.195658118463410E+05, -2.941422353398390E+05, -1.611956539677791E+05, -6.947531137233864E-02, -6.260091851706472E-01, -3.410625276411887E-01,
2461136.263888889, A.D. 2026-Apr-05 18:20:00.0000, -1.196487781435801E+05, -2.948915614504761E+05, -1.616039132229592E+05, -6.880528674309769E-02, -6.228698230825256E-01, -3.393708692687057E-01,
2461136.277777778, A.D. 2026-Apr-05 18:40:00.0000, -1.197309528421794E+05, -2.956371280504565E+05, -1.620101471677979E+05, -6.815603191712388E-02, -6.197432990247862E-01, -3.376869953620831E-01,
2461136.291666667, A.D. 2026-Apr-05 19:00:00.0000, -1.198123610557627E+05, -2.963789504190991E+05, -1.624143650896750E+05, -6.752786674447965E-02, -6.166294023493738E-01, -3.360108161009042E-01,
2461136.305555556, A.D. 2026-Apr-05 19:20:00.0000, -1.198930282942795E+05, -2.971170435824597E+05, -1.628165761686933E+05, -6.692113209118546E-02, -6.135279215473601E-01, -3.343422424971742E-01,
2461136.319444444, A.D. 2026-Apr-05 19:40:00.0000, -1.199729804898621E+05, -2.978514223121064E+05, -1.632167894786225E+05, -6.633619091382123E-02, -6.104386439288459E-01, -3.326811863012787E-01,
2461136.333333333, A.D. 2026-Apr-05 20:00:00.0000, -1.200522440240176E+05, -2.985821011235089E+05, -1.636150139877299E+05, -6.577342941415089E-02, -6.073613552953533E-01, -3.310275599081649E-01,
2461136.347222222, A.D. 2026-Apr-05 20:20:00.0000, -1.201308457562574E+05, -2.993090942740096E+05, -1.640112585594916E+05, -6.523325827807820E-02, -6.042958395724792E-01, -3.293812762532234E-01,
2461136.361111111, A.D. 2026-Apr-05 20:40:00.0000, -1.202088130542688E+05, -3.000324157603522E+05, -1.644055319531748E+05, -6.471611400955878E-02, -6.012418784340379E-01, -3.277422487013599E-01,
2461136.375000000, A.D. 2026-Apr-05 21:00:00.0000, -1.202861738257528E+05, -3.007520793157956E+05, -1.647978428243216E+05, -6.422246036583860E-02, -5.981992509034478E-01, -3.261103909407775E-01,
2461136.388888889, A.D. 2026-Apr-05 21:20:00.0000, -1.203629565520125E+05, -3.014680984063794E+05, -1.651881997249001E+05, -6.375278989081128E-02, -5.951677328047766E-01, -3.244856167977065E-01,
2461136.402777778, A.D. 2026-Apr-05 21:40:00.0000, -1.204391903235331E+05, -3.021804862272906E+05, -1.655766111036582E+05, -6.330762559740633E-02, -5.921470964885219E-01, -3.228678402126228E-01,
2461136.416666667, A.D. 2026-Apr-05 22:00:00.0000, -1.205149048775645E+05, -3.028892556979843E+05, -1.659630853059538E+05, -6.288752273855554E-02, -5.891371100974313E-01, -3.212569749765228E-01,
2461136.430555556, A.D. 2026-Apr-05 22:20:00.0000, -1.205901306272711E+05, -3.035944193566057E+05, -1.663476305188345E+05, -6.249308180705519E-02, -5.861376407952604E-01, -3.196529911690195E-01,
2461136.444444444, A.D. 2026-Apr-05 22:40:00.0000, -1.206648927984533E+05, -3.042959913173853E+05, -1.667302609840709E+05, -6.245492646864077E-02, -5.830843710243183E-01, -3.177376087483686E-01,
2461136.458333333, A.D. 2026-Apr-05 23:00:00.0000, -1.207386895864971E+05, -3.049940940495413E+05, -1.671115613616728E+05, -6.168185201610012E-02, -5.801933094812275E-01, -3.166193422785901E-01,
2461136.472222222, A.D. 2026-Apr-05 23:20:00.0000, -1.208125168524720E+05, -3.056885431836032E+05, -1.674905534602130E+05, -6.136825980227290E-02, -5.772235040865898E-01, -3.150352410203267E-01,
2461136.486111111, A.D. 2026-Apr-05 23:40:00.0000, -1.208859847668694E+05, -3.063794342227851E+05, -1.678676485278801E+05, -6.108306125255990E-02, -5.742631070026407E-01, -3.134576091140281E-01,
2461136.500000000, A.D. 2026-Apr-06 00:00:00.0000, -1.209591278742624E+05, -3.070667782956833E+05, -1.682428542734571E+05, -6.082705131388028E-02, -5.713118477952046E-01, -3.118863555801573E-01,
2461136.513888889, A.D. 2026-Apr-06 00:20:00.0000, -1.210300079039275E+05, -3.077501002622406E+05, -1.686193604241804E+05, -6.064601846568500E-02, -5.683692801975141E-01, -3.103292971250677E-01,
2461136.527777778, A.D. 2026-Apr-06 00:40:00.0000, -1.211026630880029E+05, -3.084303822669681E+05, -1.689908188740514E+05, -6.045163012474122E-02, -5.654349062299074E-01, -3.087694126237674E-01,
2461136.541666667, A.D. 2026-Apr-06 01:00:00.0000, -1.211751041541882E+05, -3.091071484771888E+05, -1.693604110385573E+05, -6.028862062362717E-02, -5.625102239152036E-01, -3.072187440668253E-01,
2461136.555555556, A.D. 2026-Apr-06 01:20:00.0000, -1.212473685328141E+05, -3.097804094447057E+05, -1.697281462512428E+05, -6.015712030618353E-02, -5.595929853425570E-01, -3.056742774150183E-01,
2461136.569444444, A.D. 2026-Apr-06 01:40:00.0000, -1.213194944673002E+05, -3.104501746730818E+05, -1.700940320433505E+05, -6.005902393956022E-02, -5.566829669548968E-01, -3.041361332766688E-01,
2461136.583333333, A.D. 2026-Apr-06 02:00:00.0000, -1.213915244745571E+05, -3.111164515689473E+05, -1.704580753316949E+05, -5.999699151082802E-02, -5.537798298069185E-01, -3.026037964978065E-01,
2461136.597222222, A.D. 2026-Apr-06 02:20:00.0000, -1.214635019357754E+05, -3.117792492766816E+05, -1.708202837461713E+05, -5.997171819077943E-02, -5.508842126333661E-01, -3.010778402312529E-01,
2461136.611111111, A.D. 2026-Apr-06 02:40:00.0000, -1.215354715012390E+05, -3.124385765903259E+05, -1.711806643238512E+05, -5.998394435962141E-02, -5.479949385589252E-01, -2.995572519900874E-01,
2461136.625000000, A.D. 2026-Apr-06 03:00:00.0000, -1.216074789734655E+05, -3.130944388254577E+05, -1.715392227904508E+05, -6.003479433455886E-02, -5.451098280086292E-01, -2.980410629024013E-01,
2461136.638888889, A.D. 2026-Apr-06 03:20:00.0000, -1.216780593723680E+05, -3.137482756752330E+05, -1.718940113326189E+05, -5.852839887699145E-02, -5.437443621824010E-01, -2.944654016090767E-01,
2461136.652777778, A.D. 2026-Apr-06 03:40:00.0000, -1.217483688660847E+05, -3.143990431372454E+05, -1.722464655994647E+05, -5.866126437364922E-02, -5.408691123405925E-01, -2.929592644543100E-01,
2461136.666666667, A.D. 2026-Apr-06 04:00:00.0000, -1.218188639969640E+05, -3.150463638877345E+05, -1.725971156582193E+05, -5.883807523909886E-02, -5.379997334550913E-01, -2.914584699875431E-01,
2461136.680555556, A.D. 2026-Apr-06 04:20:00.0000, -1.218895984793590E+05, -3.156902444404535E+05, -1.729459680745212E+05, -5.906045769043729E-02, -5.351350940321166E-01, -2.899628752334744E-01,
2461136.694444444, A.D. 2026-Apr-06 04:40:00.0000, -1.219606232800931E+05, -3.163306917785365E+05, -1.732930290164070E+05, -5.932982264300363E-02, -5.322733444136142E-01, -2.884719120084189E-01,
2461136.708333333, A.D. 2026-Apr-06 05:00:00.0000, -1.220320053387126E+05, -3.169677041779514E+05, -1.736383027771723E+05, -5.964861777508477E-02, -5.294142558193750E-01, -2.869850445198326E-01,
2461136.722222222, A.D. 2026-Apr-06 05:20:00.0000, -1.221038005727101E+05, -3.176012867949207E+05, -1.739817948486537E+05, -6.001903066962713E-02, -5.265573134501719E-01, -2.855024701513516E-01,
2461136.736111111, A.D. 2026-Apr-06 05:40:00.0000, -1.221760726995493E+05, -3.182314428121404E+05, -1.743235110744850E+05, -6.044399240475479E-02, -5.237029417064669E-01, -2.840252144778564E-01,
2461136.750000000, A.D. 2026-Apr-06 06:00:00.0000, -1.222488896092300E+05, -3.188581738606861E+05, -1.746634566049188E+05, -6.092688671170871E-02, -5.208489312226764E-01, -2.825513969719391E-01,
2461136.763888889, A.D. 2026-Apr-06 06:20:00.0000, -1.223223204638219E+05, -3.194814805644441E+05, -1.750016361584126E+05, -6.146793138773884E-02, -5.179956525277514E-01, -2.810818473638869E-01,
2461136.777777778, A.D. 2026-Apr-06 06:40:00.0000, -1.223964344400614E+05, -3.201013676959146E+05, -1.753380555448730E+05, -6.206780415639469E-02, -5.151476762946359E-01, -2.796169922102946E-01,
2461136.791666667, A.D. 2026-Apr-06 07:00:00.0000, -1.224713106023682E+05, -3.207178331734518E+05, -1.756727179155069E+05, -6.273706010026062E-02, -5.122943871346843E-01, -2.781540502452689E-01,
2461136.805555556, A.D. 2026-Apr-06 07:20:00.0000, -1.225470310011047E+05, -3.213308731099414E+05, -1.760056264134694E+05, -6.347530531130778E-02, -5.094383467680929E-01, -2.766940894409648E-01,
2461136.819444444, A.D. 2026-Apr-06 07:40:00.0000, -1.226236818010040E+05, -3.219404828762817E+05, -1.763367841716535E+05, -6.428881947628937E-02, -5.065769875061292E-01, -2.752357287736652E-01,
2461136.833333333, A.D. 2026-Apr-06 08:00:00.0000, -1.227013550295627E+05, -3.225466555498199E+05, -1.766661930557482E+05, -6.517919108789537E-02, -5.037100217732802E-01, -2.737795735943567E-01,
2461136.847222222, A.D. 2026-Apr-06 08:20:00.0000, -1.227801429973747E+05, -3.231493851462996E+05, -1.769938563588117E+05, -6.614788097329016E-02, -5.008381297575401E-01, -2.723263763350703E-01,
2461136.861111111, A.D. 2026-Apr-06 08:40:00.0000, -1.228601443975312E+05, -3.237486636708899E+05, -1.773197766495426E+05, -6.720249549353632E-02, -4.979578973140901E-01, -2.708742987202622E-01,
2461136.875000000, A.D. 2026-Apr-06 09:00:00.0000, -1.229414652156471E+05, -3.243444801855005E+05, -1.776439552478260E+05, -6.834785799022795E-02, -4.950677712360746E-01, -2.694233657178867E-01,
2461136.888888889, A.D. 2026-Apr-06 09:20:00.0000, -1.230242178692998E+05, -3.249368215352803E+05, -1.779663928002118E+05, -6.958970576654795E-02, -4.921657110103469E-01, -2.679727241381334E-01,
2461136.902777778, A.D. 2026-Apr-06 09:40:00.0000, -1.231085216821597E+05, -3.255256721589546E+05, -1.782870893746369E+05, -7.093428059517125E-02, -4.892494506776956E-01, -2.665214468636832E-01,
2461136.916666667, A.D. 2026-Apr-06 10:00:00.0000, -1.231945036980620E+05, -3.261110136873534E+05, -1.786060440535311E+05, -7.238792502209905E-02, -4.863167554529327E-01, -2.650693349680341E-01,
2461136.930555556, A.D. 2026-Apr-06 10:20:00.0000, -1.232822993174145E+05, -3.266928246572395E+05, -1.789232549565021E+05, -7.395806781792379E-02, -4.833648015264307E-01, -2.636152755669252E-01,
2461136.944444444, A.D. 2026-Apr-06 10:40:00.0000, -1.233720529907034E+05, -3.272710801891493E+05, -1.792387192880159E+05, -7.565283769392644E-02, -4.803904204190437E-01, -2.621580393281513E-01,
2461136.958333333, A.D. 2026-Apr-06 11:00:00.0000, -1.234639192836895E+05, -3.278457514307948E+05, -1.795524328749567E+05, -7.748068663616708E-02, -4.773903342499552E-01, -2.606970745353792E-01,
2461136.972222222, A.D. 2026-Apr-06 11:20:00.0000, -1.235580637996440E+05, -3.284168050876985E+05, -1.798643901231285E+05, -7.945140810999872E-02, -4.743605106793630E-01, -2.592308555471917E-01,
2461136.986111111, A.D. 2026-Apr-06 11:40:00.0000, -1.236546642008832E+05, -3.289842028841377E+05, -1.801745839860255E+05, -8.157578753893045E-02, -4.712963759677988E-01, -2.577576684047082E-01,
2461137.000000000, A.D. 2026-Apr-06 12:00:00.0000, -1.237539116493994E+05, -3.295479007486343E+05, -1.804830054077832E+05, -8.386526868943001E-02, -4.681930121569628E-01, -2.562763903425329E-01,
2461137.013888889, A.D. 2026-Apr-06 12:20:00.0000, -1.238560121614093E+05, -3.301078480363720E+05, -1.807896431658143E+05, -8.633302367996881E-02, -4.650444664597813E-01, -2.547848207244838E-01,
2461137.027777778, A.D. 2026-Apr-06 12:40:00.0000, -1.239611881276678E+05, -3.306639866203465E+05, -1.810944837019694E+05, -8.899366291347165E-02, -4.618439071811188E-01, -2.532804445415174E-01,
2461137.041666667, A.D. 2026-Apr-06 13:00:00.0000, -1.240696803310732E+05, -3.312162496313540E+05, -1.813975103984764E+05, -9.186297156715864E-02, -4.585837503535575E-01, -2.517611844680288E-01,
2461137.055555556, A.D. 2026-Apr-06 13:20:00.0000, -1.241817499697490E+05, -3.317645601406670E+05, -1.816987032167364E+05, -9.495906368902168E-02, -4.552548825955945E-01, -2.502236978620970E-01,
2461137.069444444, A.D. 2026-Apr-06 13:40:00.0000, -1.242976809546257E+05, -3.323088295942883E+05, -1.819980382785848E+05, -9.830219015529727E-02, -4.518467077883563E-01, -2.486640971838089E-01,
2461137.083333333, A.D. 2026-Apr-06 14:00:00.0000, -1.244177828341593E+05, -3.328489557496089E+05, -1.822954868344143E+05, -1.019145913511771E-01, -4.483471365505414E-01, -2.470786476253951E-01,
2461137.097222222, A.D. 2026-Apr-06 14:20:00.0000, -1.245423938750536E+05, -3.333848203695229E+05, -1.825910145202772E+05, -1.058217903511060E-01, -4.447416369099103E-01, -2.454619952525741E-01,
2461137.111111111, A.D. 2026-Apr-06 14:40:00.0000, -1.246718846007267E+05, -3.339162864339494E+05, -1.828845804636770E+05, -1.100525644254600E-01, -4.410130608210777E-01, -2.438077988655100E-01,
2461137.125000000, A.D. 2026-Apr-06 15:00:00.0000, -1.248066620528917E+05, -3.344431946268411E+05, -1.831761358586410E+05, -1.146386986596599E-01, -4.371415347164147E-01, -2.421098286350900E-01,
2461137.138888889, A.D. 2026-Apr-06 15:20:00.0000, -1.249471744080192E+05, -3.349653592334292E+05, -1.834656227771168E+05, -1.196173594546361E-01, -4.331026181780903E-01, -2.403585520387266E-01,
2461137.152777778, A.D. 2026-Apr-06 15:40:00.0000, -1.250939172424177E+05, -3.354825624849179E+05, -1.837529710626000E+05, -1.250302684714293E-01, -4.288672068886418E-01, -2.385435538445620E-01,
2461137.166666667, A.D. 2026-Apr-06 16:00:00.0000, -1.252474399494859E+05, -3.359945476427178E+05, -1.840380964588650E+05, -1.309255585112166E-01, -4.243995004095821E-01, -2.366513974842614E-01,
2461137.180555556, A.D. 2026-Apr-06 16:20:00.0000, -1.254083531120669E+05, -3.365010117132944E+05, -1.843208972514811E+05, -1.373574822504358E-01, -4.196575393557728E-01, -2.346661018772994E-01,
2461137.194444444, A.D. 2026-Apr-06 16:40:00.0000, -1.255773373202972E+05, -3.370015952885701E+05, -1.846012502445505E+05, -1.443884332091614E-01, -4.145890311815999E-01, -2.325680881937784E-01,
2461137.208333333, A.D. 2026-Apr-06 17:00:00.0000, -1.257551527940864E+05, -3.374958705663314E+05, -1.848790056011477E+05, -1.520871908566052E-01, -4.091347744878256E-01, -2.303324922756728E-01,
2461137.222222222, A.D. 2026-Apr-06 17:20:00.0000, -1.259426507905202E+05, -3.379833254573120E+05, -1.851539803078596E+05, -1.605425665228288E-01, -4.032038052394908E-01, -2.279274174487615E-01,
2461137.236111111, A.D. 2026-Apr-06 17:40:00.0000, -1.261444965256280E+05, -3.384678467235294E+05, -1.854151003559216E+05, -1.699358943890877E-01, -3.967623818568961E-01, -2.251176428932953E-01,
2461137.250000000, A.D. 2026-Apr-06 18:00:00.0000, -1.263544760962083E+05, -3.389397150361234E+05, -1.856835484247189E+05, -1.801992890018720E-01, -3.895558913997438E-01, -2.222479023166489E-01,
2461137.263888889, A.D. 2026-Apr-06 18:20:00.0000, -1.265774065455913E+05, -3.394024367429385E+05, -1.859483664250481E+05, -1.915425184347048E-01, -3.814875784088529E-01, -2.190552798132129E-01,
2461137.277777778, A.D. 2026-Apr-06 18:40:00.0000, -1.268146653316074E+05, -3.398548580155309E+05, -1.862091185845595E+05, -2.041042108930487E-01, -3.723492167028706E-01, -2.154555147477316E-01,
2461137.291666667, A.D. 2026-Apr-06 19:00:00.0000, -1.270678050221544E+05, -3.402955400630712E+05, -1.864652530895346E+05, -2.180371729851681E-01, -3.618711469987391E-01, -2.113381537161546E-01,
2461137.305555556, A.D. 2026-Apr-06 19:20:00.0000, -1.273385680107592E+05, -3.407226736432200E+05, -1.867160653849298E+05, -2.335037895305353E-01, -3.497016453430872E-01, -2.065572862190736E-01,
2461137.319444444, A.D. 2026-Apr-06 19:40:00.0000, -1.276288922191610E+05, -3.411339648452866E+05, -1.869606484443252E+05, -2.506649212928130E-01, -3.353794208757502E-01, -2.009189467456047E-01,
2461137.333333333, A.D. 2026-Apr-06 20:00:00.0000, -1.279408969770675E+05, -3.415264830781566E+05, -1.871978254988548E+05, -2.696567715839520E-01, -3.182979882645439E-01, -1.941643574791060E-01,
2461137.347222222, A.D. 2026-Apr-06 20:20:00.0000, -1.282768294184140E+05, -3.418964614392243E+05, -1.874260599406295E+05, -2.905461845759750E-01, -2.976622464547282E-01, -1.859486800679567E-01,
2461137.361111111, A.D. 2026-Apr-06 20:40:00.0000, -1.286389368658515E+05, -3.422390424844302E+05, -1.876433376181157E+05, -3.132487908233391E-01, -2.724424792301457E-01, -1.758167810871702E-01,
2461137.375000000, A.D. 2026-Apr-06 21:00:00.0000, -1.290292075976489E+05, -3.425479749889354E+05, -1.878470210911541E+05, -3.373871540154620E-01, -2.413432167894784E-01, -1.631825052031640E-01,
2461137.388888889, A.D. 2026-Apr-06 21:20:00.0000, -1.294488922684455E+05, -3.428153021829521E+05, -1.880336891867158E+05, -3.620633064186740E-01, -2.028306738376199E-01, -1.473293173358769E-01,
2461137.402777778, A.D. 2026-Apr-06 21:40:00.0000, -1.298976959327914E+05, -3.430311601261912E+05, -1.881990083129726E+05, -3.855407107679700E-01, -1.553086123986683E-01, -1.274714076415159E-01,
2461137.416666667, A.D. 2026-Apr-06 22:00:00.0000, -1.303725671251631E+05, -3.431839453551471E+05, -1.883377453222143E+05, -4.049171604301103E-01, -9.758385378478250E-02, -1.029411725228011E-01,
2461137.430555556, A.D. 2026-Apr-06 22:20:00.0000, -1.308662159101358E+05, -3.432612789887027E+05, -1.884441155699582E+05, -4.160688309092378E-01, -2.973355754912317E-02, -7.356617417987120E-02,
2461137.444444444, A.D. 2026-Apr-06 22:40:00.0000, -1.313659756545323E+05, -3.432521864147372E+05, -1.885126804264857E+05, -4.143699276312028E-01,  4.581361953436933E-02, -4.017852740454892E-02,
2461137.458333333, A.D. 2026-Apr-06 23:00:00.0000, -1.318541833721678E+05, -3.431503268644984E+05, -1.885397804217632E+05, -3.964891881656558E-01,  1.237967933672087E-01, -4.915207068861892E-03,
2461137.472222222, A.D. 2026-Apr-06 23:20:00.0000, -1.323110336831123E+05, -3.429568816606276E+05, -1.885249425863022E+05, -3.624583362194829E-01,  1.972954887070021E-01,  2.919202252935300E-02,
2461137.486111111, A.D. 2026-Apr-06 23:40:00.0000, -1.327191534912667E+05, -3.426810405872886E+05, -1.884713220811379E+05, -3.161746824182309E-01,  2.603489207084601E-01,  5.933840520498235E-02,
2461137.500000000, A.D. 2026-Apr-07 00:00:00.0000, -1.330673472040246E+05, -3.423374242147443E+05, -1.883847606984576E+05, -2.636062998812250E-01,  3.100641776225114E-01,  8.395902303859352E-02,
2461137.513888889, A.D. 2026-Apr-07 00:20:00.0000, -1.333515330000191E+05, -3.419421352343691E+05, -1.882721046466097E+05, -2.102817945832145E-01,  3.467192104678113E-01,  1.028993535032546E-01,
2461137.527777778, A.D. 2026-Apr-07 00:40:00.0000, -1.335732246252868E+05, -3.415096733084458E+05, -1.881397777738589E+05, -1.598951769108825E-01,  3.724499428428486E-01,  1.169101149338843E-01,
2461137.541666667, A.D. 2026-Apr-07 01:00:00.0000, -1.337371997029654E+05, -3.410515680705368E+05, -1.879930664697262E+05, -1.142609087859053E-01,  3.898876287753091E-01,  1.270528476924580E-01,
2461137.555555556, A.D. 2026-Apr-07 01:20:00.0000, -1.338495641147136E+05, -3.405763103063577E+05, -1.878359927986100E+05, -7.388694591217304E-02,  4.013886059171545E-01,  1.343340049806186E-01,
2461137.569444444, A.D. 2026-Apr-07 01:40:00.0000, -1.339165535690589E+05, -3.400898701619878E+05, -1.876714815222012E+05, -3.856634733263812E-02,  4.087855713692006E-01,  1.395664737318140E-01,
